dataHora,ordem,linha,latitude,longitude,velocidade
08-02-2015 00:00:06,B63008,,"-22.7927","-43.2944",0
08-02-2015 00:00:07,B58182,312,"-22.8388","-43.2837",43
08-02-2015 00:01:07,B63104,,"-22.7928","-43.2946",0
08-02-2015 00:01:23,B63053,,"-22.8674","-43.2584",0
08-02-2015 00:03:26,D53676,,"-22.88413","-43.496181",0
08-02-2015 00:05:06,C42596,667,"-22.870581","-43.34169",0
08-02-2015 00:07:41,A63509,,"-22.867689","-43.25872",0
08-02-2015 00:11:21,B63057,,"-22.7926","-43.2945",0
08-02-2015 00:11:54,B58157,312,"-22.8376","-43.2859",0
08-02-2015 00:15:48,B31147,399,"-22.8147","-43.3859",0
08-02-2015 00:16:21,D13238,803,"-22.880136","-43.357918",0
08-02-2015 00:22:09,B58146,621,"-22.8367","-43.2865",29
08-02-2015 00:23:58,D86048,884,"-22.896101","-43.53286",19.82
08-02-2015 00:25:41,D53735,846,"-22.88312","-43.49511",0
08-02-2015 00:28:15,B71083,455,"-22.9031","-43.313",0
08-02-2015 00:28:29,B71093,247,"-22.899","-43.313",0
08-02-2015 00:31:32,A63538,,"-22.86787","-43.258759",0
08-02-2015 00:31:49,B19586,,"-22.8112","-43.3422",0
08-02-2015 00:33:26,B58019,313,"-22.8382","-43.2847",17
08-02-2015 00:33:38,D53534,,"-22.88426","-43.495918",0
08-02-2015 00:34:20,C41416,,"-22.85811","-43.245869",16
08-02-2015 00:34:22,A63540,,"-22.86767","-43.258781",0
08-02-2015 00:34:31,B32658,296,"-22.9012","-43.2084",18
08-02-2015 00:40:35,B63082,,"-22.7921","-43.2942",1
08-02-2015 00:41:41,B58078,312,"-22.8382","-43.2846",49
08-02-2015 00:42:26,B63056,,"-22.8679","-43.2584",0
08-02-2015 00:46:49,A63534,,"-22.867531","-43.258881",0
08-02-2015 00:47:29,B58111,623,"-22.8396","-43.2825",32
08-02-2015 00:54:36,D53508,,"-22.884291","-43.4958",0
08-02-2015 00:54:40,D53601,,"-22.883089","-43.489689",44
08-02-2015 00:54:41,A63539,,"-22.867599","-43.258579",0
08-02-2015 00:58:55,B63026,,"-22.7925","-43.2944",0
08-02-2015 00:59:21,B71157,238,"-22.9032","-43.3134",0
08-02-2015 01:03:02,B42514,,"-22.8765","-43.3297",0
08-02-2015 01:04:11,A41082,132,"-22.874134","-43.242554",0
08-02-2015 01:10:23,B42566,,"-22.8764","-43.3301",0
08-02-2015 01:11:14,B42609,,"-22.8764","-43.3303",0
08-02-2015 01:14:03,B42526,,"-22.8764","-43.33",0
08-02-2015 01:14:32,A63535,,"-22.8678","-43.258732",1
08-02-2015 01:14:53,B71159,239,"-22.9027","-43.315",0
08-02-2015 01:14:57,B10105,322,"-22.8153","-43.187",0
08-02-2015 01:15:59,D53560,,"-22.883169","-43.495121",0
08-02-2015 01:19:08,B42507,,"-22.8767","-43.3299",0
08-02-2015 01:23:38,C42538,607,"-22.876699","-43.3297",0
08-02-2015 01:23:44,D90023,754,"-22.918871","-43.643768",0
08-02-2015 01:24:58,B28513,326,"-22.816","-43.1879",0
08-02-2015 01:26:54,B10408,2342,"-22.9061","-43.1807",0
08-02-2015 01:28:02,B42549,,"-22.8765","-43.3299",0
08-02-2015 01:28:29,B10109,915,"-22.8151","-43.188",0
08-02-2015 01:28:44,B71105,247,"-22.9029","-43.3139",0
08-02-2015 01:28:51,B10047,,"-22.8151","-43.1873",0
08-02-2015 01:28:54,B10104,915,"-22.8153","-43.1867",0
08-02-2015 01:28:55,B10170,,"-22.8146","-43.1876",0
08-02-2015 01:29:20,B10076,,"-22.8157","-43.1874",0
08-02-2015 01:29:52,C41412,,"-22.85811","-43.245918",2
08-02-2015 01:30:19,D53704,,"-22.883869","-43.495621",0
08-02-2015 01:33:42,B63090,,"-22.7923","-43.2943",0
08-02-2015 01:37:00,A63501,177,"-22.86767","-43.258621",0
08-02-2015 01:37:08,A63511,177,"-22.867571","-43.258789",0
08-02-2015 01:37:10,A63508,177,"-22.86771","-43.258789",0
08-02-2015 01:45:58,B63069,,"-22.7923","-43.2943",0
08-02-2015 01:48:25,C20216,611,"-22.95805","-43.34618",0
08-02-2015 02:10:54,C12016,,"-23.013269","-43.540192",0
08-02-2015 02:12:37,D87151,,"-22.917971","-43.608391",0
08-02-2015 02:14:52,D53639,397,"-22.883301","-43.495152",0
08-02-2015 02:15:17,B71018,239,"-22.9032","-43.3133",0
08-02-2015 02:15:22,A63510,,"-22.86759","-43.258678",0
08-02-2015 02:15:28,B71089,247,"-22.9047","-43.3041",0
08-02-2015 02:15:39,B10092,,"-22.815","-43.1874",0
08-02-2015 02:15:52,B71060,247,"-22.9029","-43.3144",0
08-02-2015 02:16:06,B71043,247,"-22.9028","-43.3149",0
08-02-2015 02:20:02,B63096,334,"-22.7925","-43.2944",1
08-02-2015 02:25:07,D53737,846,"-22.88166","-43.498379",52
08-02-2015 02:46:37,B10159,924,"-22.8154","-43.1876",0
08-02-2015 02:48:42,B10097,SV901,"-22.7885","-43.1625",31
08-02-2015 02:50:42,A55049,434,"-22.9056","-43.260818",0
08-02-2015 02:59:06,B63052,,"-22.793","-43.2945",0
08-02-2015 03:01:36,D13249,801,"-22.880018","-43.35696",3
08-02-2015 03:10:16,B19614,,"-22.8092","-43.3427",0
08-02-2015 03:15:43,C42554,607,"-22.876801","-43.329601",0
08-02-2015 03:27:00,B63032,,"-22.7924","-43.2945",0
08-02-2015 03:40:04,B63071,SR335,"-22.7924","-43.2942",0
08-02-2015 03:40:04,B63101,,"-22.7924","-43.2946",0
08-02-2015 03:44:09,B63108,,"-22.7926","-43.2945",0
08-02-2015 03:46:24,B58123,628,"-22.838","-43.285",49
08-02-2015 03:47:42,B63060,942,"-22.7923","-43.2943",0
08-02-2015 03:48:00,B63006,,"-22.7927","-43.2945",0
08-02-2015 03:48:09,B63084,,"-22.8675","-43.2588",0
08-02-2015 03:48:46,A63541,107,"-22.86787","-43.2584",1
08-02-2015 03:58:18,D53574,393,"-22.881901","-43.49725",15
08-02-2015 04:02:39,D53586,397,"-22.880871","-43.500729",41
08-02-2015 04:04:05,D53713,,"-22.884279","-43.495991",0
08-02-2015 04:07:48,B63097,919,"-22.8675","-43.2583",0
08-02-2015 04:08:00,B63098,334,"-22.7924","-43.2942",0
08-02-2015 04:08:01,B63094,919,"-22.8674","-43.2584",0
08-02-2015 04:08:06,B63085,919,"-22.8676","-43.2586",0
08-02-2015 04:17:12,B58126,,"-22.8371","-43.2866",16
08-02-2015 04:30:06,D87419,,"-22.919769","-43.607121",0
08-02-2015 04:39:38,D53672,369,"-22.88348","-43.49474",0
08-02-2015 04:42:22,B60003,,"-22.8148","-43.3861",4
08-02-2015 04:43:11,B58175,,"-22.8379","-43.2851",19
08-02-2015 04:46:16,D53629,397,"-22.883141","-43.495079",4
08-02-2015 04:54:15,C13071,,"-22.880743","-43.358574",0
08-02-2015 04:59:19,D53705,,"-22.884399","-43.496479",0
08-02-2015 05:08:03,B71106,239,"-22.9018","-43.2801",0
08-02-2015 05:11:48,D53636,,"-22.88448","-43.49522",0
08-02-2015 05:12:36,B11549,773,"-22.8111","-43.3724",0.93
08-02-2015 05:36:56,B63063,,"-22.8674","-43.2586",0
08-02-2015 05:39:11,A37613,,"-22.90263","-43.197262",0
08-02-2015 05:40:18,A41044,132,"-22.875313","-43.24052",0
08-02-2015 05:47:03,D53567,369,"-22.88409","-43.496151",0
08-02-2015 05:54:18,D86197,837,"-22.894844","-43.533161",0
08-02-2015 05:54:50,B58187,,"-22.8371","-43.2866",15
08-02-2015 06:24:09,D53558,,"-22.884159","-43.49572",0
08-02-2015 06:32:56,D53921,,"-22.883381","-43.495579",0
08-02-2015 06:37:40,D53514,,"-22.884121","-43.49556",0
08-02-2015 06:47:42,B75652,928,"-22.8655","-43.336",46
08-02-2015 06:52:03,D53712,,"-22.884331","-43.49501",0
08-02-2015 06:57:15,D53715,,"-22.88422","-43.495659",0
08-02-2015 06:59:03,B44582,,"-22.8608","-43.3559",0
08-02-2015 07:00:47,C20209,600,"-22.956779","-43.345928",6
08-02-2015 07:02:13,B63004,,"-22.7924","-43.2942",0
08-02-2015 07:04:31,B75627,928,"-22.8655","-43.3363",30
08-02-2015 07:08:39,D53697,,"-22.88397","-43.495251",0
08-02-2015 07:17:59,D53578,,"-22.884371","-43.494881",0
08-02-2015 07:24:32,D53608,,"-22.88373","-43.494709",0
08-02-2015 07:24:33,D53710,,"-22.88335","-43.494949",0
08-02-2015 07:29:27,D53720,,"-22.884239","-43.4953",0
08-02-2015 07:30:36,D53725,,"-22.88368","-43.49559",0
08-02-2015 07:36:29,A63507,,"-22.86764","-43.258801",0
08-02-2015 07:42:34,D53537,,"-22.88385","-43.495319",0
08-02-2015 07:43:16,D60120,300,"-22.88522","-43.374512",45
08-02-2015 07:43:26,D53906,,"-22.884029","-43.495239",0
08-02-2015 07:49:47,D53627,,"-22.883711","-43.494652",0
08-02-2015 07:52:45,A37586,162,"-22.911091","-43.184078",0
08-02-2015 07:57:05,B75635,,"-22.8306","-43.3241",0
08-02-2015 07:58:23,B32513,793,"-22.8551","-43.3864",23
08-02-2015 08:04:08,D53596,,"-22.88397","-43.496239",0
08-02-2015 08:07:24,B63054,,"-22.8674","-43.2584",0
08-02-2015 08:08:46,D53903,,"-22.88409","-43.495621",0
08-02-2015 08:08:56,D53526,,"-22.88406","-43.49519",0
08-02-2015 08:09:07,D53588,,"-22.883801","-43.495312",0
08-02-2015 08:10:05,D53718,,"-22.88341","-43.494839",0
08-02-2015 08:13:37,D53613,,"-22.88357","-43.496059",0
08-02-2015 08:14:35,D53717,,"-22.884279","-43.494869",0
08-02-2015 08:14:38,C20111,,"-22.957979","-43.345772",0
08-02-2015 08:16:00,D53644,,"-22.884399","-43.495312",0
08-02-2015 08:22:08,D53614,,"-22.883921","-43.4953",0
08-02-2015 08:25:35,D53597,369,"-22.88439","-43.49511",0
08-02-2015 08:33:08,D53641,,"-22.8836","-43.494881",0
08-02-2015 08:34:11,D86271,852,"-22.893766","-43.532196",0
08-02-2015 08:44:18,D87707,,"-22.918659","-43.608601",0
08-02-2015 08:45:22,D53714,,"-22.88389","-43.494659",0
08-02-2015 08:47:15,A63519,,"-22.86742","-43.25861",0
08-02-2015 08:47:35,D53620,,"-22.884069","-43.495022",0
08-02-2015 08:58:10,D53556,,"-22.88364","-43.494709",0
08-02-2015 09:03:30,B10010,322,"-22.9082","-43.1698",0
08-02-2015 09:21:05,B63047,,"-22.7927","-43.2946",0
08-02-2015 09:21:24,B63031,,"-22.7928","-43.2945",0
08-02-2015 09:21:27,C42618,607,"-22.8769","-43.3297",0
08-02-2015 09:22:07,B63001,,"-22.7928","-43.2947",0
08-02-2015 09:32:53,B11618,778,"-22.8116","-43.3726",0
08-02-2015 09:39:27,C47874,,"-22.952988","-43.350933",0
08-02-2015 09:42:39,C42630,607,"-22.876249","-43.330589",0
08-02-2015 09:50:56,D87856,,"-22.91736","-43.6073",0
08-02-2015 10:04:31,A27596,,"-22.91984","-43.256748",0
08-02-2015 10:08:24,A71618,409,"-22.901733","-43.180763",36.3
08-02-2015 10:10:07,A50046,,"-23.008446","-43.303696",0
08-02-2015 10:11:32,B60519,2295,"-22.8168","-43.2816",0
08-02-2015 10:14:12,B32642,944,"-22.8152","-43.3518",27
08-02-2015 10:19:50,D13256,803,"-22.877575","-43.364391",19
08-02-2015 10:20:11,B63044,,"-22.7926","-43.2942",0
08-02-2015 10:20:12,B63088,,"-22.7924","-43.2944",0
08-02-2015 10:20:23,D13165,812,"-22.848803","-43.523876",0
08-02-2015 10:21:05,D87383,,"-22.916941","-43.607071",0
08-02-2015 10:23:09,B60082,,"-22.8153","-43.387",0
08-02-2015 10:25:31,A37679,180,"-22.90197","-43.196819",0
08-02-2015 10:27:01,B63015,,"-22.8673","-43.2584",0
08-02-2015 10:27:11,B63065,,"-22.7929","-43.2948",0
08-02-2015 10:29:21,B63106,919,"-22.8673","-43.2585",0
08-02-2015 10:30:52,D87432,,"-22.919781","-43.60881",0
08-02-2015 10:32:55,B31140,404,"-22.8043","-43.3097",5.19
08-02-2015 10:34:28,C47948,,"-22.953262","-43.349785",0
08-02-2015 10:40:38,B32707,,"-22.818","-43.393",0
08-02-2015 10:41:20,B63095,,"-22.7925","-43.2943",0
08-02-2015 10:46:21,B71008,455,"-22.9028","-43.3147",0.19
08-02-2015 10:47:42,D87874,,"-22.91827","-43.607948",0
08-02-2015 10:54:18,C27015,940,"-22.817181","-43.30127",0
08-02-2015 10:54:22,C47516,,"-22.953375","-43.350437",0
08-02-2015 10:55:48,C47721,382,"-23.001726","-43.32872",57
08-02-2015 10:58:03,D53504,397,"-22.88204","-43.49678",62
08-02-2015 10:59:10,B10510,,"-22.8679","-43.2573",0
08-02-2015 11:00:16,D87128,SV841,"-22.898689","-43.55489",0
08-02-2015 11:01:52,B58099,313,"-22.8404","-43.2814",39
08-02-2015 11:06:39,D53753,689,"-22.882641","-43.495461",35
08-02-2015 11:13:04,D13252,,"-22.880285","-43.35804",0
08-02-2015 11:14:45,A27530,605,"-22.917179","-43.250431",0
08-02-2015 11:34:51,B58026,621,"-22.837","-43.2866",18
08-02-2015 11:40:43,C20252,,"-22.95706","-43.34634",0
08-02-2015 11:49:29,D53515,369,"-22.88409","-43.495708",0
08-02-2015 11:51:46,B58044,313,"-22.8389","-43.2833",43
08-02-2015 11:59:50,B58036,312,"-22.8404","-43.2812",37
08-02-2015 12:02:21,A71599,409,"-22.911064","-43.171844",0.19
08-02-2015 12:02:25,B25815,2251,"-22.902","-43.2994",0
08-02-2015 12:13:07,B63099,,"-22.7926","-43.2944",0
08-02-2015 12:14:58,B58040,679,"-22.8377","-43.2855",40
08-02-2015 12:16:39,B63030,920,"-22.8664","-43.2561",16
08-02-2015 12:25:46,D53740,689,"-22.890301","-43.524929",25
08-02-2015 12:37:23,C42509,607,"-22.876699","-43.329899",0
08-02-2015 12:37:37,C20062,390,"-22.95587","-43.358349",40
08-02-2015 12:40:13,D87884,,"-22.917959","-43.60741",0
08-02-2015 12:42:34,D53535,786,"-22.87958","-43.502541",48
08-02-2015 12:45:47,B42562,,"-22.9019","-43.2845",0
08-02-2015 12:46:17,D87749,,"-22.91671","-43.607361",0
08-02-2015 12:46:23,B19623,,"-22.8115","-43.3429",0
08-02-2015 12:49:03,A63504,,"-22.867901","-43.258759",0
08-02-2015 12:49:07,A63506,,"-22.8675","-43.258598",0
08-02-2015 12:49:09,A63502,,"-22.86735","-43.258678",0
08-02-2015 12:49:44,D53593,393,"-22.86899","-43.408669",0
08-02-2015 12:54:49,D87883,,"-22.917231","-43.607281",0
08-02-2015 12:55:49,C42528,607,"-22.877199","-43.329262",21
08-02-2015 12:55:55,B58127,679,"-22.8371","-43.2866",18
08-02-2015 12:56:00,B63103,SR335,"-22.7925","-43.2943",0
08-02-2015 12:57:31,D53638,397,"-22.88312","-43.495129",6
08-02-2015 13:00:02,B63083,,"-22.7926","-43.2946",0
08-02-2015 13:00:09,B63080,,"-22.7925","-43.2945",0
08-02-2015 13:02:10,D53724,,"-22.883989","-43.49593",0
08-02-2015 13:02:15,B71127,238,"-22.9025","-43.1827",47
08-02-2015 13:04:28,B63067,SV920,"-22.7927","-43.2948",20
08-02-2015 13:05:28,B63092,,"-22.8673","-43.2585",0
08-02-2015 13:06:31,D53513,786,"-22.882311","-43.496231",3
08-02-2015 13:08:23,B63077,,"-22.7927","-43.2945",0
08-02-2015 13:10:34,B58133,313,"-22.8378","-43.2853",48
08-02-2015 13:12:45,C42599,607,"-22.876699","-43.3298",0
08-02-2015 13:18:25,D87703,,"-22.917459","-43.60746",0
08-02-2015 13:19:31,D53653,397,"-22.88233","-43.496159",40
08-02-2015 13:25:09,A55016,,"-22.906389","-43.26062",0
08-02-2015 13:27:13,A55005,436,"-22.90766","-43.19405",0
08-02-2015 13:31:02,C20065,,"-22.957161","-43.346111",0
08-02-2015 13:33:41,B58005,621,"-22.8381","-43.2848",29
08-02-2015 13:36:07,A41016,460,"-22.875469","-43.241848",0
08-02-2015 13:39:00,B82589,265,"-22.8593","-43.3708",0
08-02-2015 13:40:06,D53729,786,"-22.879601","-43.50404",41
08-02-2015 13:47:44,D87387,,"-22.91968","-43.607269",0
08-02-2015 13:48:20,B58095,,"-22.8374","-43.2859",0
08-02-2015 13:49:09,D53511,393,"-22.881651","-43.497501",45
08-02-2015 13:50:56,B58208,621,"-22.8388","-43.2836",38
08-02-2015 13:52:09,A71536,,"-22.929697","-43.254002",0
08-02-2015 13:53:44,D53571,397,"-22.88241","-43.495998",72
08-02-2015 13:54:40,D53681,397,"-22.88328","-43.495049",2
08-02-2015 13:55:00,D53539,LECD12,"-22.885241","-43.486359",10
08-02-2015 13:55:49,B31026,,"-22.7923","-43.3102",0
08-02-2015 13:57:18,B58171,622,"-22.8385","-43.2842",8
08-02-2015 14:00:16,B58062,621,"-22.8391","-43.2831",38
08-02-2015 14:00:34,D53549,393,"-22.88349","-43.49509",0
08-02-2015 14:03:05,D53911,,"-22.884239","-43.496281",0
08-02-2015 14:07:15,D86259,864,"-22.894894","-43.533577",0
08-02-2015 14:09:46,D53611,369,"-22.88372","-43.49498",0
08-02-2015 14:12:42,D53623,392,"-22.878731","-43.47546",47
08-02-2015 14:14:11,D53518,,"-22.883181","-43.48999",49
08-02-2015 14:15:14,B41886,2145,"-22.8706","-43.2494",1.3
08-02-2015 14:18:44,D53524,,"-22.883289","-43.495098",0
08-02-2015 14:19:42,D53545,,"-22.88316","-43.495121",0
08-02-2015 14:20:27,D53663,786,"-22.88167","-43.499329",38
08-02-2015 14:24:09,A41011,170,"-22.875708","-43.241638",0
08-02-2015 14:24:32,B71084,239,"-22.9031","-43.3135",0
08-02-2015 14:30:49,D53580,923,"-22.88308","-43.49509",10
08-02-2015 14:33:23,B63017,,"-22.7925","-43.2945",0
08-02-2015 14:34:01,D53660,397,"-22.883249","-43.49509",3
08-02-2015 14:36:03,B63022,,"-22.7928","-43.2945",0
08-02-2015 14:36:04,B63024,,"-22.7926","-43.2944",0
08-02-2015 14:36:09,B63055,,"-22.7928","-43.2946",0
08-02-2015 14:37:28,D53583,393,"-22.88163","-43.497669",59
08-02-2015 14:37:31,D53532,393,"-22.882891","-43.488369",52
08-02-2015 14:37:57,B71086,239,"-22.9111","-43.1755",0
08-02-2015 14:40:05,D87718,,"-22.917891","-43.607441",0
08-02-2015 14:41:39,C12003,2329,"-22.867781","-43.290539",0
08-02-2015 14:43:09,B44594,,"-22.8607","-43.3556",0
08-02-2015 14:45:16,A41037,460,"-22.875952","-43.241692",0
08-02-2015 14:45:29,B63091,,"-22.8675","-43.2583",0
08-02-2015 14:48:25,D87870,,"-22.917191","-43.607231",0
08-02-2015 14:53:11,D53590,397,"-22.88105","-43.500561",27
08-02-2015 14:53:59,A41252,126,"-22.875183","-43.24176",0
08-02-2015 14:54:11,A63524,,"-22.867889","-43.258362",1
08-02-2015 14:54:11,B58206,625,"-22.8523","-43.281",0
08-02-2015 14:54:18,D53703,847,"-22.902571","-43.54948",26
08-02-2015 14:56:29,A63537,,"-22.867889","-43.258362",6
08-02-2015 15:00:44,B25811,,"-22.902","-43.2994",0
08-02-2015 15:00:49,D53678,,"-22.882839","-43.49535",23
08-02-2015 15:04:29,D87034,,"-22.9167","-43.607658",0
08-02-2015 15:05:29,D87701,,"-22.917","-43.607288",2
08-02-2015 15:09:35,D87263,,"-22.918171","-43.606949",0
08-02-2015 15:12:23,A29055,472,"-22.86799","-43.292068",0
08-02-2015 15:13:09,C44518,712,"-22.881741","-43.325401",12
08-02-2015 15:17:24,A41315,172,"-22.874775","-43.241425",0
08-02-2015 15:19:20,D87225,,"-22.92005","-43.608509",0
08-02-2015 15:21:56,D53701,819,"-22.88155","-43.498619",12
08-02-2015 15:23:37,D53677,397,"-22.902031","-43.546268",31
08-02-2015 15:29:47,D87403,,"-22.91823","-43.608089",0
08-02-2015 15:32:06,D87135,,"-22.919781","-43.60725",0
08-02-2015 15:33:57,D87881,,"-22.916719","-43.60733",0
08-02-2015 15:36:49,C12045,,"-23.01339","-43.54018",0
08-02-2015 15:39:11,A41002,460,"-22.875505","-43.241985",0.37
08-02-2015 15:42:06,A50131,603,"-22.928659","-43.254715",40.56
08-02-2015 15:43:07,B63034,,"-22.7928","-43.2945",0
08-02-2015 15:43:13,D53913,,"-22.88348","-43.49646",0
08-02-2015 15:43:14,B63105,,"-22.7926","-43.2943",0
08-02-2015 15:43:16,D87892,,"-22.917749","-43.607288",0
08-02-2015 15:44:25,B28569,935,"-22.8251","-43.1727",32
08-02-2015 15:46:29,C12505,2345,"-22.85972","-43.37085",0
08-02-2015 15:47:17,A41106,123,"-22.874727","-43.241928",0.19
08-02-2015 15:55:29,D53598,393,"-22.883341","-43.495098",0
08-02-2015 15:57:58,B73106,,"-22.8058","-43.363",0
08-02-2015 15:58:40,D87129,841,"-22.918249","-43.607491",0
08-02-2015 15:59:17,D53522,393,"-22.88344","-43.495411",0
08-02-2015 16:03:32,C42547,667,"-22.87641","-43.32975",0
08-02-2015 16:04:27,D87794,,"-22.91609","-43.6073",0
08-02-2015 16:06:55,A29159,,"-22.867901","-43.291679",0
08-02-2015 16:07:50,D53652,397,"-22.88339","-43.495121",0
08-02-2015 16:11:59,D87178,,"-22.917299","-43.608341",0
08-02-2015 16:12:57,D86318,838,"-22.895584","-43.533543",0
08-02-2015 16:13:06,D53680,397,"-22.882191","-43.496571",46
08-02-2015 16:14:16,C42642,667,"-22.8764","-43.330299",0
08-02-2015 16:17:00,D53536,393,"-22.883341","-43.490959",47
08-02-2015 16:19:52,D53540,393,"-22.883011","-43.486271",20
08-02-2015 16:20:08,C42564,667,"-22.876101","-43.329399",0
08-02-2015 16:20:08,D53643,397,"-22.88155","-43.499802",37
08-02-2015 16:22:49,D53585,393,"-22.883329","-43.495098",0
08-02-2015 16:24:15,B63040,,"-22.7929","-43.2948",0
08-02-2015 16:24:24,D60194,,"-22.8151","-43.386848",0
08-02-2015 16:26:38,B58134,625,"-22.8391","-43.2831",19
08-02-2015 16:27:26,C13080,,"-22.880632","-43.357098",0
08-02-2015 16:28:36,C13032,,"-22.879385","-43.35717",0
08-02-2015 16:33:08,C42641,607,"-22.876841","-43.329979",0
08-02-2015 16:33:40,D87829,,"-22.91824","-43.60722",0
08-02-2015 16:36:41,D90534,,"-22.91959","-43.643681",0
08-02-2015 16:42:17,D53722,847,"-22.88303","-43.495098",8
08-02-2015 16:45:47,C13063,,"-22.880562","-43.358627",0
08-02-2015 16:46:39,D53541,393,"-22.886009","-43.48645",34
08-02-2015 16:49:30,D87082,,"-22.918831","-43.608379",0
08-02-2015 16:49:36,B25524,,"-22.9027","-43.2977",0
08-02-2015 16:51:45,A71516,120,"-22.929771","-43.253956",0
08-02-2015 16:52:57,A27533,,"-22.92124","-43.25618",0
08-02-2015 16:53:38,D53702,819,"-22.882669","-43.495571",31
08-02-2015 16:54:05,D58721,,"-22.876072","-43.418839",2.04
08-02-2015 16:54:36,D87888,,"-22.91679","-43.60741",0
08-02-2015 16:55:18,A55132,423,"-22.958799","-43.191231",2
08-02-2015 17:01:22,A29025,474,"-22.868311","-43.293152",0
08-02-2015 17:01:23,D13147,,"-22.879856","-43.356884",0
08-02-2015 17:02:01,B75654,355,"-22.9022","-43.2084",49
08-02-2015 17:03:33,D87854,,"-22.91913","-43.607311",0
08-02-2015 17:04:00,D53624,393,"-22.88172","-43.498112",32
08-02-2015 17:05:51,D87202,849,"-22.91824","-43.60812",0
08-02-2015 17:07:37,C82623,651,"-22.857471","-43.371517",1.11
08-02-2015 17:07:59,D90522,,"-22.919479","-43.643539",0
08-02-2015 17:08:55,D87048,,"-22.9172","-43.607578",0
08-02-2015 17:10:27,D87771,,"-22.917561","-43.607479",0
08-02-2015 17:10:46,D53544,393,"-22.882601","-43.49551",52
08-02-2015 17:12:29,A41014,460,"-22.874615","-43.242516",0
08-02-2015 17:15:41,D87431,,"-22.919491","-43.607891",0
08-02-2015 17:18:36,D87298,,"-22.918619","-43.607849",0
08-02-2015 17:19:28,A50115,229,"-22.929197","-43.252998",0.37
08-02-2015 17:19:59,B27084,905,"-22.8495","-43.2572",48
08-02-2015 17:21:02,D87767,2336,"-22.916479","-43.607689",0
08-02-2015 17:24:07,D53592,393,"-22.88159","-43.498638",6
08-02-2015 17:24:58,D87061,,"-22.920019","-43.607231",0
08-02-2015 17:27:59,B51606,,"-22.8775","-43.3688",0
08-02-2015 17:28:45,A41327,128,"-22.87505","-43.242416",0
08-02-2015 17:30:09,D87765,,"-22.917801","-43.607311",0
08-02-2015 17:30:26,D53612,,"-22.88357","-43.494888",3
08-02-2015 17:30:50,A29024,,"-22.868139","-43.290791",0
08-02-2015 17:31:19,D86312,884,"-22.893948","-43.533325",0
08-02-2015 17:31:27,D87059,,"-22.91979","-43.60807",0
08-02-2015 17:31:42,D53649,393,"-22.849251","-43.384819",43
08-02-2015 17:31:52,A41253,110,"-22.875227","-43.240582",0.56
08-02-2015 17:32:23,B32614,,"-22.8774","-43.2751",60
08-02-2015 17:34:45,D87708,,"-22.918819","-43.607849",0
08-02-2015 17:35:14,D87867,,"-22.916389","-43.607319",0
08-02-2015 17:35:31,D87380,,"-22.92004","-43.608181",0
08-02-2015 17:36:23,C12021,2333,"-22.8678","-43.290562",0
08-02-2015 17:37:05,C47894,,"-22.953369","-43.350395",0
08-02-2015 17:37:32,D87323,,"-22.918209","-43.606689",0
08-02-2015 17:37:33,C20158,,"-22.957991","-43.346161",0
08-02-2015 17:38:31,D87010,738,"-22.91766","-43.607079",0
08-02-2015 17:39:32,A41828,2017,"-22.869984","-43.249184",0
08-02-2015 17:40:25,A41052,460,"-22.8745","-43.241245",0
08-02-2015 17:42:43,D87206,,"-22.917471","-43.607689",0
08-02-2015 17:44:13,D53579,397,"-22.881701","-43.498249",37
08-02-2015 17:44:19,D87249,,"-22.918671","-43.60791",0
08-02-2015 17:44:35,D86684,2381,"-22.894264","-43.531239",0.56
08-02-2015 17:44:39,A50204,603,"-22.929056","-43.253296",0.37
08-02-2015 17:45:54,D87864,,"-22.91828","-43.607079",0
08-02-2015 17:46:08,D90123,,"-22.91888","-43.643688",0
08-02-2015 17:46:09,A41198,170,"-22.875198","-43.241062",0
08-02-2015 17:48:37,B71087,247,"-22.9296","-43.2541",0
08-02-2015 17:49:32,D87322,822,"-22.91881","-43.608318",0
08-02-2015 17:49:49,D87116,830,"-22.91806","-43.608028",0
08-02-2015 17:50:09,A41159,110,"-22.875513","-43.242062",0
08-02-2015 17:51:58,D53656,397,"-22.87945","-43.50481",0
08-02-2015 17:53:01,B27141,951,"-22.8434","-43.3136",18
08-02-2015 17:53:30,C12011,,"-23.013439","-43.539791",0
08-02-2015 17:54:32,D87368,841,"-22.917931","-43.60857",0
08-02-2015 17:56:50,D87750,,"-22.9168","-43.607571",0
08-02-2015 17:57:20,B63023,,"-22.7924","-43.2943",0
08-02-2015 17:57:27,A37540,,"-22.90287","-43.196171",0
08-02-2015 17:59:33,B32639,,"-22.8174","-43.3936",0
08-02-2015 18:00:20,D87893,,"-22.91736","-43.607449",0
08-02-2015 18:00:31,A63542,,"-22.86788","-43.257771",35
08-02-2015 18:00:54,D53642,397,"-22.88236","-43.495991",43
08-02-2015 18:01:10,B63013,,"-22.8672","-43.2588",0
08-02-2015 18:01:10,B63058,,"-22.7927","-43.2946",0
08-02-2015 18:01:16,B63039,,"-22.7927","-43.2947",0
08-02-2015 18:01:26,B63020,,"-22.7927","-43.2947",0
08-02-2015 18:01:30,A41813,2014,"-22.870245","-43.249142",0
08-02-2015 18:01:37,D87007,,"-22.917681","-43.608311",0
08-02-2015 18:01:56,D90088,,"-22.9202","-43.643871",0
