dataHora,ordem,linha,latitude,longitude,velocidade
08-02-2015 20:24:00,C82674,652,"-22.85861","-43.371593",1.48
08-02-2015 20:24:01,A29092,,"-22.867649","-43.290771",0
08-02-2015 20:24:01,D53930,,"-22.88431","-43.496269",0
08-02-2015 20:24:02,B32549,,"-22.8159","-43.3948",0
08-02-2015 20:24:04,D53731,846,"-22.901871","-43.554981",0
08-02-2015 20:24:05,C72105,,"-22.888889","-43.292595",0.19
08-02-2015 20:24:06,B42589,,"-22.8763","-43.3298",0
08-02-2015 20:24:08,A48132,,"-22.910587","-43.26968",0
08-02-2015 20:24:09,D86798,2804,"-22.89435","-43.53289",0
08-02-2015 20:24:12,A27543,,"-22.919849","-43.256512",0
08-02-2015 20:24:13,A29183,,"-22.86828","-43.292709",0
08-02-2015 20:24:13,D86040,836,"-22.894836","-43.533722",0
08-02-2015 20:24:14,C12024,,"-23.01372","-43.53981",0
08-02-2015 20:24:15,A41297,132,"-22.874899","-43.242477",0
08-02-2015 20:24:16,A29037,474,"-22.86812","-43.29269",0
08-02-2015 20:24:16,A29170,472,"-22.868469","-43.29108",0
08-02-2015 20:24:16,A37663,,"-22.902809","-43.196281",0
08-02-2015 20:24:16,A41304,173,"-22.874969","-43.24086",0
08-02-2015 20:24:16,B32561,,"-22.818","-43.3931",0
08-02-2015 20:24:16,B44524,,"-22.8605","-43.3562",0
08-02-2015 20:24:19,B32564,,"-22.8178","-43.3936",1
08-02-2015 20:24:20,D58582,,"-22.876263","-43.41975",0
08-02-2015 20:24:21,A48093,415,"-22.910192","-43.270729",0
08-02-2015 20:24:23,B27037,,"-22.8171","-43.3017",0
08-02-2015 20:24:23,B42662,,"-22.8764","-43.3292",0
08-02-2015 20:24:24,B32720,,"-22.8165","-43.3944",0
08-02-2015 20:24:25,B32661,296,"-22.8171","-43.3938",0
08-02-2015 20:24:25,B73056,350,"-22.8092","-43.3436",0
08-02-2015 20:24:25,D86795,2803,"-22.893814","-43.532833",0
08-02-2015 20:24:26,A29021,461,"-22.86867","-43.293411",0
08-02-2015 20:24:26,B10530,,"-22.8682","-43.2569",0
08-02-2015 20:24:27,A50096,220,"-22.929041","-43.254436",0.56
08-02-2015 20:24:27,D53669,SN392,"-22.887369","-43.231949",69
08-02-2015 20:24:28,B19525,665,"-22.8095","-43.3433",0
08-02-2015 20:24:30,A48090,,"-22.910309","-43.269665",0.19
08-02-2015 20:24:34,A55152,,"-22.906691","-43.261211",0
08-02-2015 20:24:35,A29035,,"-22.901951","-43.275452",0
08-02-2015 20:24:36,A29142,,"-22.868361","-43.29192",0
08-02-2015 20:24:36,B28716,2344,"-22.815","-43.1885",0
08-02-2015 20:24:36,B71082,247,"-22.9025","-43.3149",0
08-02-2015 20:24:37,C44685,781,"-22.860291","-43.35664",0
08-02-2015 20:24:37,D87385,,"-22.96842","-43.622459",3
08-02-2015 20:24:38,A48164,415,"-22.91091","-43.270214",0
08-02-2015 20:24:38,B41805,2145,"-22.8699","-43.249",0
08-02-2015 20:24:39,C82630,678,"-22.857822","-43.371368",0
08-02-2015 20:24:40,D86685,2381,"-22.893892","-43.532917",0
08-02-2015 20:24:42,C12013,,"-23.013651","-43.539989",0
08-02-2015 20:24:42,D58559,794,"-22.914167","-43.374985",14.45
08-02-2015 20:24:44,B31132,404,"-22.8043","-43.3095",0.74
08-02-2015 20:24:44,B44657,638,"-22.861","-43.3565",0
08-02-2015 20:24:45,B60066,,"-22.8149","-43.3863",0
08-02-2015 20:24:48,B28542,326,"-22.8147","-43.1888",0
08-02-2015 20:24:48,C20094,,"-22.95825","-43.345718",0
08-02-2015 20:24:48,D87050,,"-22.918159","-43.607559",1
08-02-2015 20:24:50,D86796,2381,"-22.976936","-43.638138",27.41
08-02-2015 20:24:52,A48041,,"-22.910658","-43.269596",0
08-02-2015 20:24:52,B28713,2343,"-22.8146","-43.1889",0
08-02-2015 20:24:52,C27021,,"-22.817381","-43.303341",0
08-02-2015 20:24:53,A48060,,"-22.910492","-43.269596",2.78
08-02-2015 20:24:53,A72017,,"-22.889099","-43.292458",0
08-02-2015 20:24:53,B25614,,"-22.9025","-43.1818",41
08-02-2015 20:24:56,B32536,,"-22.8179","-43.3933",1
08-02-2015 20:24:56,B82669,711,"-22.8581","-43.371",0
08-02-2015 20:24:57,B32714,,"-22.8165","-43.3944",0
08-02-2015 20:24:57,D86760,,"-22.894342","-43.533058",0
08-02-2015 20:24:58,A48159,,"-22.910435","-43.270744",0.19
08-02-2015 20:24:58,B25575,,"-22.9027","-43.2978",0
08-02-2015 20:24:58,B31156,,"-22.8042","-43.3095",3.52
08-02-2015 20:24:58,D53589,397,"-22.88303","-43.49511",11
08-02-2015 20:24:59,B25567,,"-22.9019","-43.2985",0
08-02-2015 20:24:59,B44514,265,"-22.8607","-43.3558",0
08-02-2015 20:24:59,B71079,247,"-22.9027","-43.3143",0.19
08-02-2015 20:24:59,D13223,803,"-22.876192","-43.448238",9
08-02-2015 20:24:59,D86081,866,"-22.895729","-43.533131",1.48
08-02-2015 20:25:00,B10551,,"-22.8683","-43.2571",0
08-02-2015 20:25:01,B32626,,"-22.8159","-43.3948",0
08-02-2015 20:25:02,A27522,,"-22.921209","-43.25626",0
08-02-2015 20:25:02,B11523,908,"-22.8672","-43.3552",0.37
08-02-2015 20:25:02,D58800,,"-22.87561","-43.41951",0.19
08-02-2015 20:25:03,A50053,229,"-22.928671","-43.254234",0
08-02-2015 20:25:04,D58597,744,"-22.878176","-43.437347",0.93
08-02-2015 20:25:05,B10405,2342,"-22.8147","-43.1873",0
08-02-2015 20:25:06,B19618,,"-22.8114","-43.3429",0
08-02-2015 20:25:06,B28594,696,"-22.8158","-43.1877",0
08-02-2015 20:25:07,A48180,415,"-22.910509","-43.269657",0.74
08-02-2015 20:25:07,B32676,,"-22.817","-43.394",0
08-02-2015 20:25:09,B42521,,"-22.8763","-43.3304",0
08-02-2015 20:25:10,A27628,,"-22.921169","-43.255901",0
08-02-2015 20:25:11,D13224,803,"-22.937857","-43.372334",0
08-02-2015 20:25:11,D86737,2334,"-22.894291","-43.532955",0
08-02-2015 20:25:11,D86747,2381,"-22.856327","-43.495331",40.37
08-02-2015 20:25:12,A41354,132,"-22.874224","-43.242428",0
08-02-2015 20:25:13,B71038,247,"-22.9025","-43.3151",0
08-02-2015 20:25:14,D87315,822,"-22.917009","-43.607109",0
08-02-2015 20:25:15,C12025,,"-23.01343","-43.539791",0
08-02-2015 20:25:15,D13144,746,"-22.875631","-43.463161",0
08-02-2015 20:25:15,D58814,,"-22.876366","-43.420197",0
08-02-2015 20:25:16,A41380,126,"-22.87558","-43.240463",0.37
08-02-2015 20:25:16,C20210,,"-22.95713","-43.346378",0
08-02-2015 20:25:17,B27047,905,"-22.8497","-43.3232",0
08-02-2015 20:25:17,B55078,,"-22.9063","-43.2606",0
08-02-2015 20:25:17,D87212,366,"-22.857771","-43.471359",44
08-02-2015 20:25:18,A37643,162,"-22.90222","-43.196678",0
08-02-2015 20:25:20,B19592,,"-22.81","-43.3426",0
08-02-2015 20:25:20,D58684,395,"-22.875614","-43.418819",0.74
08-02-2015 20:25:22,D90136,,"-22.91976","-43.64328",0
08-02-2015 20:25:23,A72025,,"-22.889263","-43.292038",0
08-02-2015 20:25:24,A41154,,"-22.85877","-43.245239",0
08-02-2015 20:25:24,D87012,804,"-22.921379","-43.680359",29
08-02-2015 20:25:24,D87468,,"-22.916491","-43.607861",0
08-02-2015 20:25:25,B71012,238,"-22.9033","-43.313",0
08-02-2015 20:25:27,A72185,007,"-22.889931","-43.292576",0
08-02-2015 20:25:28,A29186,,"-22.86829","-43.292709",0
08-02-2015 20:25:28,B42674,,"-22.877","-43.3298",0
08-02-2015 20:25:29,A48130,,"-22.910757","-43.269447",0
08-02-2015 20:25:29,D53654,393,"-22.859659","-43.24762",56
08-02-2015 20:25:30,D58581,,"-22.875658","-43.419895",0
08-02-2015 20:25:32,B73042,,"-22.8102","-43.3434",0
08-02-2015 20:25:32,B75617,355,"-22.8309","-43.3234",0
08-02-2015 20:25:32,D90124,,"-22.89341","-43.71973",19
08-02-2015 20:25:33,C42570,607,"-22.881701","-43.330101",0
08-02-2015 20:25:33,C60501,,"-22.815729","-43.386631",0
08-02-2015 20:25:34,A50005,229,"-22.928722","-43.254246",0
08-02-2015 20:25:34,A55158,435,"-22.90634","-43.26075",0
08-02-2015 20:25:36,B25507,,"-22.9023","-43.2985",0
08-02-2015 20:25:37,A72064,,"-22.889154","-43.293056",0
08-02-2015 20:25:37,B25600,,"-22.9022","-43.2982",0
08-02-2015 20:25:37,C41414,,"-22.873749","-43.241806",0
08-02-2015 20:25:38,B60007,,"-22.8148","-43.386",0
08-02-2015 20:25:39,A55116,,"-22.90662","-43.26062",0
08-02-2015 20:25:39,B73041,,"-22.8102","-43.3429",0
08-02-2015 20:25:40,B19562,665,"-22.8094","-43.3426",0
08-02-2015 20:25:41,A27614,,"-22.919991","-43.25671",0
08-02-2015 20:25:41,A48167,426,"-22.94593","-43.256618",1.48
08-02-2015 20:25:41,D86689,2338,"-22.89385","-43.532902",0
08-02-2015 20:25:42,A48010,,"-22.910578","-43.269539",0.74
08-02-2015 20:25:43,A37516,184,"-22.90243","-43.196091",0
08-02-2015 20:25:43,D13118,,"-22.871613","-43.492535",11
08-02-2015 20:25:44,A50003,608,"-22.928961","-43.253941",3.7
08-02-2015 20:25:45,B28540,326,"-22.815","-43.1887",0
08-02-2015 20:25:47,B75608,,"-22.8312","-43.3235",0
08-02-2015 20:25:47,D53743,689,"-22.902281","-43.555241",0
08-02-2015 20:25:47,D58741,745,"-22.877794","-43.362659",1.11
08-02-2015 20:25:48,D58502,936,"-22.875494","-43.419228",1.85
08-02-2015 20:25:49,B32739,687,"-22.817","-43.3939",0
08-02-2015 20:25:50,A37638,569,"-22.901699","-43.196522",0
08-02-2015 20:25:51,A27650,,"-22.921261","-43.25631",0
08-02-2015 20:25:51,D13207,,"-22.879791","-43.356754",0
08-02-2015 20:25:53,D86201,843,"-22.901777","-43.556229",20.93
08-02-2015 20:25:54,A37746,580,"-22.901939","-43.197159",0
08-02-2015 20:25:54,B32547,,"-22.8171","-43.394",0
08-02-2015 20:25:54,D86264,884,"-22.915382","-43.563484",20.74
08-02-2015 20:25:55,B28536,696,"-22.8149","-43.1887",0
08-02-2015 20:25:55,D87260,898,"-22.891701","-43.59391",0
08-02-2015 20:25:56,A50026,220,"-22.929579","-43.253979",0.56
08-02-2015 20:25:57,B32522,,"-22.8174","-43.3932",2
08-02-2015 20:25:59,D58663,794,"-22.891027","-43.454781",0.56
08-02-2015 20:26:00,A72034,422,"-22.890085","-43.29285",0.19
08-02-2015 20:26:00,B60065,,"-22.8149","-43.386",0
08-02-2015 20:26:00,B71015,,"-22.9023","-43.3147",0
08-02-2015 20:26:01,C41221,,"-22.857691","-43.244389",0
08-02-2015 20:26:01,D53741,786,"-22.902201","-43.555099",0
08-02-2015 20:26:03,A37565,136,"-22.901899","-43.196758",0
08-02-2015 20:26:03,B60548,,"-22.8155","-43.3868",0
08-02-2015 20:26:03,D86122,837,"-22.902479","-43.559242",20.74
08-02-2015 20:26:04,A29039,209,"-22.868589","-43.291229",0
08-02-2015 20:26:04,B42527,,"-22.8764","-43.3305",1
08-02-2015 20:26:04,C47523,,"-22.952967","-43.350986",0
08-02-2015 20:26:05,A71606,,"-22.929714","-43.254757",0
08-02-2015 20:26:06,D87154,SP850,"-22.860331","-43.54126",4
08-02-2015 20:26:09,A50219,220,"-22.929132","-43.254601",0.74
08-02-2015 20:26:09,B75562,,"-22.8309","-43.3237",0
08-02-2015 20:26:09,D86777,2801,"-22.894306","-43.53339",0
08-02-2015 20:26:09,D90121,,"-22.920111","-43.643681",0
08-02-2015 20:26:10,B10561,627,"-22.8679","-43.2573",0
08-02-2015 20:26:10,D86778,2803,"-22.992002","-43.593578",43.15
08-02-2015 20:26:11,D86278,SV866,"-22.972418","-43.63385",40.93
08-02-2015 20:26:12,A50021,603,"-22.929073","-43.253414",0
08-02-2015 20:26:12,B32673,,"-22.8158","-43.3948",0
08-02-2015 20:26:12,B44581,,"-22.8604","-43.3557",0
08-02-2015 20:26:12,C47493,,"-22.95318","-43.350399",0
08-02-2015 20:26:13,A37672,,"-22.90243","-43.197392",0
08-02-2015 20:26:13,A48039,,"-22.910614","-43.270634",0.19
08-02-2015 20:26:14,B25513,,"-22.9021","-43.2985",0
08-02-2015 20:26:14,B73058,350,"-22.8095","-43.3435",0
08-02-2015 20:26:15,A48036,,"-22.910246","-43.27076",0.19
08-02-2015 20:26:15,A55063,434,"-22.90645","-43.2617",0
08-02-2015 20:26:15,B60069,,"-22.8148","-43.3863",0
08-02-2015 20:26:16,B75606,,"-22.8309","-43.3236",0
08-02-2015 20:26:17,A01,002,"-22.910503","-43.269924",0.56
08-02-2015 20:26:17,D86167,835,"-22.901737","-43.554794",0.19
08-02-2015 20:26:18,C42614,607,"-22.91995","-43.221142",44
08-02-2015 20:26:18,D86785,2381,"-22.893991","-43.532764",0
08-02-2015 20:26:19,B10164,,"-22.8152","-43.1877",0
08-02-2015 20:26:20,D86725,2338,"-22.89411","-43.532356",0.37
08-02-2015 20:26:22,A48062,,"-22.910641","-43.269619",0
08-02-2015 20:26:23,B60174,,"-22.8156","-43.3859",0
08-02-2015 20:26:24,A29005,,"-22.86878","-43.292561",0
08-02-2015 20:26:25,C41418,,"-22.873661","-43.241863",0
08-02-2015 20:26:27,D86255,852,"-22.894464","-43.53178",0
08-02-2015 20:26:28,A71582,217,"-22.92944","-43.25412",0
08-02-2015 20:26:29,A55011,,"-22.90661","-43.260818",0
08-02-2015 20:26:29,B28599,696,"-22.8159","-43.1867",0
08-02-2015 20:26:29,D87410,790,"-22.874029","-43.514839",0
08-02-2015 20:26:30,B19589,,"-22.8111","-43.3427",0
08-02-2015 20:26:30,D87168,,"-22.996639","-43.6278",18
08-02-2015 20:26:31,C41301,,"-22.857954","-43.244671",0
08-02-2015 20:26:31,D13242,,"-22.87915","-43.357021",0
08-02-2015 20:26:32,A50018,229,"-22.929104","-43.254257",0
08-02-2015 20:26:33,D87766,,"-22.91799","-43.6073",0
08-02-2015 20:26:34,B31101,906,"-22.805","-43.31",0
08-02-2015 20:26:34,B42635,,"-22.8762","-43.3298",0
08-02-2015 20:26:34,B82552,711,"-22.8581","-43.371",0
08-02-2015 20:26:35,D13197,,"-22.879948","-43.357975",0
08-02-2015 20:26:36,D13206,,"-22.873947","-43.425621",32
08-02-2015 20:26:37,A41190,,"-22.594336","-43.297134",1.3
08-02-2015 20:26:38,B44618,638,"-22.8607","-43.3555",0
08-02-2015 20:26:38,D13003,731,"-22.880634","-43.358437",0
08-02-2015 20:26:39,B75570,,"-22.8308","-43.3238",0
08-02-2015 20:26:39,C82569,363,"-22.859476","-43.370808",0.37
08-02-2015 20:26:39,D86244,884,"-22.894741","-43.532681",0
08-02-2015 20:26:40,A27502,605,"-22.92108","-43.256432",0
08-02-2015 20:26:40,D53752,846,"-22.901859","-43.55558",0
08-02-2015 20:26:42,D87069,,"-22.91934","-43.607559",0
08-02-2015 20:26:43,B25541,249,"-22.9021","-43.2984",0
08-02-2015 20:26:43,B71046,455,"-22.9033","-43.3131",0
08-02-2015 20:26:44,C82622,651,"-22.857956","-43.37151",0
08-02-2015 20:26:45,A48136,,"-22.910751","-43.26952",0
08-02-2015 20:26:45,A71519,,"-22.930361","-43.254173",0.19
08-02-2015 20:26:45,D86367,884,"-22.935997","-43.582516",24.82
08-02-2015 20:26:48,C82654,,"-22.859325","-43.370911",0
08-02-2015 20:26:48,D87865,2336,"-22.860109","-43.50705",84
08-02-2015 20:26:49,C27017,940,"-22.81686","-43.302109",0
08-02-2015 20:26:49,D30104,,"-22.879951","-43.35828",0
08-02-2015 20:26:50,A48048,,"-22.910561","-43.269985",0.74
08-02-2015 20:26:50,D58775,379,"-22.853565","-43.462925",12.96
08-02-2015 20:26:50,D86267,884,"-22.894711","-43.532623",0
08-02-2015 20:26:51,D86276,918,"-22.894602","-43.532112",3.33
08-02-2015 20:26:52,D58562,,"-22.876339","-43.420204",0
08-02-2015 20:26:53,D13067,,"-22.880396","-43.356941",0
08-02-2015 20:26:54,B19575,665,"-22.8093","-43.3436",0
08-02-2015 20:26:54,C42507,607,"-22.8766","-43.330299",0
08-02-2015 20:26:55,A48031,201,"-22.910431","-43.269852",0.19
08-02-2015 20:26:55,A55043,435,"-22.915449","-43.250778",0
08-02-2015 20:26:55,B19524,,"-22.8103","-43.3424",0
08-02-2015 20:26:55,D86410,864,"-22.88241","-43.495705",0
08-02-2015 20:26:58,A48024,201,"-22.910151","-43.270622",0.37
08-02-2015 20:26:58,B11702,778,"-22.806","-43.3644",0
08-02-2015 20:26:58,C27018,,"-22.817471","-43.301708",0
08-02-2015 20:26:58,D13181,,"-22.872484","-43.498035",9
08-02-2015 20:26:58,D58748,,"-22.876459","-43.419956",0
08-02-2015 20:26:59,D58677,383,"-22.899405","-43.280628",46.67
08-02-2015 20:27:00,B32713,,"-22.8166","-43.3943",0
08-02-2015 20:27:01,B32607,,"-22.8165","-43.3943",0
08-02-2015 20:27:02,D58565,741,"-22.8811","-43.431545",24.26
08-02-2015 20:27:03,C41259,,"-22.85788","-43.244122",0
08-02-2015 20:27:06,B31153,483,"-22.837","-43.2841",6.67
08-02-2015 20:27:06,D53686,393,"-22.827681","-43.342251",56
08-02-2015 20:27:06,D87877,,"-22.916691","-43.6077",0
08-02-2015 20:27:07,B60154,,"-22.8151","-43.3868",0
08-02-2015 20:27:07,D86202,838,"-22.961622","-43.609348",26.48
08-02-2015 20:27:08,D58667,,"-22.876261","-43.420361",0
08-02-2015 20:27:09,B25539,606,"-22.9022","-43.2988",0
08-02-2015 20:27:09,D60180,300,"-22.90057","-43.17775",0
08-02-2015 20:27:10,A71540,,"-22.929953","-43.253994",0
08-02-2015 20:27:10,B19616,,"-22.8103","-43.3423",0
08-02-2015 20:27:10,B55006,,"-22.9071","-43.2605",1
08-02-2015 20:27:11,D53554,397,"-22.841129","-43.37043",31
08-02-2015 20:27:12,A27504,438,"-22.921101","-43.256001",0
08-02-2015 20:27:13,A29099,,"-22.867649","-43.290359",0
08-02-2015 20:27:13,B28702,2343,"-22.8145","-43.1889",0
08-02-2015 20:27:13,D60111,,"-22.81481","-43.386238",0
08-02-2015 20:27:14,D53928,,"-22.884109","-43.496342",0
08-02-2015 20:27:15,B19513,,"-22.8101","-43.343",0
08-02-2015 20:27:15,D58753,794,"-22.881844","-43.329731",5
08-02-2015 20:27:17,A72157,,"-22.889771","-43.291958",0
08-02-2015 20:27:17,B19532,,"-22.8095","-43.3427",0
08-02-2015 20:27:17,D13050,,"-22.880766","-43.358524",0
08-02-2015 20:27:18,D87482,366,"-22.90299","-43.564861",47
08-02-2015 20:27:20,C12519,2345,"-22.85947","-43.371002",0
08-02-2015 20:27:21,D87190,790,"-22.852461","-43.39043",70
08-02-2015 20:27:22,D87117,821,"-22.875111","-43.581268",21
08-02-2015 20:27:22,D90004,,"-22.935789","-43.656029",0
08-02-2015 20:27:23,A41856,2017,"-22.870012","-43.249283",1.48
08-02-2015 20:27:24,A48044,415,"-22.910933","-43.270741",0
08-02-2015 20:27:25,B42664,,"-22.8764","-43.3297",0
08-02-2015 20:27:25,B58139,623,"-22.837","-43.2866",18
08-02-2015 20:27:25,D86687,2338,"-22.929964","-43.172962",78.34
08-02-2015 20:27:26,A27552,,"-22.92152","-43.25613",2
08-02-2015 20:27:26,A29031,473,"-22.868191","-43.2929",0
08-02-2015 20:27:26,B25530,,"-22.9021","-43.2988",0
08-02-2015 20:27:26,C20110,,"-22.95826","-43.345901",0
08-02-2015 20:27:26,D86041,918,"-22.896723","-43.487785",7.41
08-02-2015 20:27:27,A29045,476,"-22.901991","-43.275139",0
08-02-2015 20:27:28,B11539,,"-22.8659","-43.3567",0.37
08-02-2015 20:27:28,C12004,,"-22.86801","-43.29055",0
08-02-2015 20:27:28,D86034,918,"-22.89463","-43.532566",0
08-02-2015 20:27:28,D86734,2803,"-22.886959","-43.558987",2.96
08-02-2015 20:27:29,A29137,,"-22.86854","-43.29118",0
08-02-2015 20:27:29,D60112,300,"-22.815081","-43.386929",0
08-02-2015 20:27:29,D86331,864,"-22.87562","-43.465488",0.19
08-02-2015 20:27:30,D53706,819,"-22.87627","-43.463631",0
08-02-2015 20:27:30,D87171,898,"-22.919359","-43.607792",0
08-02-2015 20:27:30,D87224,898,"-22.892191","-43.669861",64
08-02-2015 20:27:30,D87525,,"-22.91641","-43.607868",0
08-02-2015 20:27:32,B44609,,"-22.8604","-43.3554",0
08-02-2015 20:27:32,D13212,,"-22.879406","-43.35717",0
08-02-2015 20:27:33,B32622,,"-22.887","-43.3908",35
08-02-2015 20:27:33,D86699,2381,"-22.863041","-43.544426",77.23
08-02-2015 20:27:34,D53546,SN397,"-22.820181","-43.318459",71
08-02-2015 20:27:34,D86396,802,"-22.900705","-43.549961",22.41
08-02-2015 20:27:34,D87875,2336,"-22.906389","-43.209709",2
08-02-2015 20:27:35,D13150,,"-22.880653","-43.358177",0
08-02-2015 20:27:36,A29014,,"-22.8685","-43.293259",0
08-02-2015 20:27:36,B73090,,"-22.8094","-43.3427",0
08-02-2015 20:27:37,B10139,915,"-22.815","-43.1875",0
08-02-2015 20:27:37,B11688,669,"-22.8116","-43.3722",0.37
08-02-2015 20:27:37,C20101,,"-22.95785","-43.34613",0
08-02-2015 20:27:38,B71050,455,"-22.903","-43.3145",0
08-02-2015 20:27:39,B11596,362,"-22.8657","-43.357",0.37
08-02-2015 20:27:40,A72163,010,"-22.943293","-43.208122",25
08-02-2015 20:27:41,A41324,173,"-22.875023","-43.242393",0
08-02-2015 20:27:41,A48055,,"-22.910692","-43.269615",0.19
08-02-2015 20:27:41,B32540,946,"-22.8173","-43.3932",1
08-02-2015 20:27:42,A41202,110,"-22.874928","-43.2425",0
08-02-2015 20:27:42,D13191,801,"-22.922991","-43.37339",23
08-02-2015 20:27:44,A71506,,"-22.929943","-43.254478",0
08-02-2015 20:27:44,B60104,945,"-22.815","-43.3862",0
08-02-2015 20:27:44,D58607,SV367,"-22.882624","-43.450695",39.45
08-02-2015 20:27:44,D86268,884,"-22.959633","-43.611248",33.52
08-02-2015 20:27:45,A72016,,"-22.890068","-43.292904",0
08-02-2015 20:27:45,D86195,851,"-22.906073","-43.555233",51.86
08-02-2015 20:27:45,D86751,2338,"-22.998075","-43.266506",56.3
08-02-2015 20:27:45,D87177,790,"-22.838949","-43.367691",65
08-02-2015 20:27:45,D87201,849,"-22.922449","-43.700489",0
08-02-2015 20:27:46,B42618,,"-22.8766","-43.3304",0
08-02-2015 20:27:46,C20164,,"-22.95812","-43.346218",0
08-02-2015 20:27:46,D58555,,"-22.876627","-43.419964",0
08-02-2015 20:27:47,A71563,409,"-22.930326","-43.25415",0.56
08-02-2015 20:27:47,B10191,913,"-22.8148","-43.188",0
08-02-2015 20:27:48,D86708,2338,"-22.902435","-43.555653",1.3
08-02-2015 20:27:48,D87218,770,"-22.831989","-43.353821",57
08-02-2015 20:27:48,D87537,804,"-22.903419","-43.56823",0
08-02-2015 20:27:49,A27681,157,"-22.92107","-43.255901",0
08-02-2015 20:27:49,A29098,461,"-22.868311","-43.2915",0
08-02-2015 20:27:49,D58675,,"-22.876381","-43.41967",0
08-02-2015 20:27:49,D86131,837,"-22.901806","-43.555092",0.19
08-02-2015 20:27:49,D86199,864,"-22.875917","-43.471325",58.15
08-02-2015 20:27:50,A27594,,"-22.921221","-43.256432",0
08-02-2015 20:27:50,B10526,680,"-22.8372","-43.27",0
08-02-2015 20:27:50,B44570,,"-22.8606","-43.3558",0
08-02-2015 20:27:50,D58564,936,"-22.824673","-43.334221",65.38
08-02-2015 20:27:51,A48146,,"-22.911036","-43.270805",0.37
08-02-2015 20:27:52,A41370,132,"-22.874882","-43.242477",0.19
08-02-2015 20:27:52,D86183,852,"-22.993587","-43.610043",33.71
08-02-2015 20:27:52,D87197,849,"-22.90992","-43.6008",8
08-02-2015 20:27:53,A48182,,"-22.910465","-43.269737",0
08-02-2015 20:27:54,A27658,,"-22.92024","-43.25597",0
08-02-2015 20:27:54,C20029,,"-22.957821","-43.34539",0
08-02-2015 20:27:55,B73048,,"-22.8099","-43.343",3
08-02-2015 20:27:57,D87756,2336,"-22.917089","-43.607311",0
08-02-2015 20:27:58,A29001,,"-22.868719","-43.292381",0
08-02-2015 20:27:58,D58761,391,"-22.861269","-43.370674",0.37
08-02-2015 20:27:58,D87497,822,"-22.902121","-43.561069",0
08-02-2015 20:27:59,D87775,2335,"-22.91197","-43.17371",2
08-02-2015 20:27:59,D90135,,"-22.988371","-43.689129",0
08-02-2015 20:28:00,C82570,363,"-22.858698","-43.371342",0.93
08-02-2015 20:28:00,D58674,383,"-22.877846","-43.336201",1.48
08-02-2015 20:28:00,D86788,2332,"-22.894417","-43.532894",0.19
08-02-2015 20:28:01,D58583,367,"-22.891188","-43.439198",46.3
08-02-2015 20:28:03,D86730,2381,"-22.91073","-43.20837",40.56
08-02-2015 20:28:03,D87486,804,"-22.88546","-43.607109",24
08-02-2015 20:28:04,D30062,811,"-22.86656","-43.470493",19
08-02-2015 20:28:04,D53664,369,"-22.835461","-43.26086",69
08-02-2015 20:28:04,D86383,884,"-22.933443","-43.575127",49.82
08-02-2015 20:28:05,D86379,867,"-22.911545","-43.565262",42.41
08-02-2015 20:28:07,B28598,935,"-22.8149","-43.1887",0
08-02-2015 20:28:07,D86064,851,"-22.89476","-43.532753",0
08-02-2015 20:28:07,D90077,,"-22.90505","-43.557129",0
08-02-2015 20:28:08,A71556,409,"-22.930037","-43.253937",0.19
08-02-2015 20:28:08,D58563,383,"-22.875828","-43.418884",0.56
08-02-2015 20:28:09,D86006,864,"-22.902218","-43.547581",44.63
08-02-2015 20:28:09,D86056,769,"-22.893753","-43.532192",0
08-02-2015 20:28:09,D87119,821,"-22.88426","-43.561211",23
08-02-2015 20:28:10,B10086,,"-22.8153","-43.1869",0
08-02-2015 20:28:10,B25821,,"-22.9023","-43.2993",0
08-02-2015 20:28:10,D53517,SN397,"-22.84679","-43.379631",7
08-02-2015 20:28:10,D53559,848,"-22.90184","-43.554722",0
08-02-2015 20:28:10,D86100,835,"-22.894247","-43.55883",9.82
08-02-2015 20:28:11,A48172,201,"-22.910713","-43.270596",0
08-02-2015 20:28:11,D87265,738,"-22.860941","-43.371269",0
08-02-2015 20:28:12,B28551,326,"-22.8157","-43.1884",0
08-02-2015 20:28:12,D86254,864,"-22.882338","-43.485062",48.52
08-02-2015 20:28:13,A27559,,"-22.921261","-43.25621",0
08-02-2015 20:28:13,D87311,821,"-22.903879","-43.569538",21
08-02-2015 20:28:14,A29112,,"-22.868059","-43.29055",0
08-02-2015 20:28:14,D58540,383,"-22.876425","-43.41959",0
08-02-2015 20:28:14,D86248,864,"-22.889126","-43.522228",60.38
08-02-2015 20:28:14,D87502,840,"-22.903139","-43.566319",0
08-02-2015 20:28:14,D90513,2308,"-22.91942","-43.644661",0
08-02-2015 20:28:15,A41133,121,"-22.874559","-43.242588",0
08-02-2015 20:28:16,D86697,2381,"-22.859886","-43.506165",76.3
08-02-2015 20:28:16,D87060,738,"-22.886869","-43.600529",30
08-02-2015 20:28:17,B10521,,"-22.8683","-43.2572",0
08-02-2015 20:28:17,D53721,819,"-22.845591","-43.466671",28
08-02-2015 20:28:17,D86182,843,"-22.906317","-43.560425",25.93
08-02-2015 20:28:18,D86188,802,"-22.889463","-43.482529",33.89
08-02-2015 20:28:19,A41326,128,"-22.874489","-43.242664",0
08-02-2015 20:28:19,C12008,,"-23.013121","-43.540131",0
08-02-2015 20:28:19,D53547,SN393,"-22.87978","-43.473419",0
